"X","Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
180,3,"Female","University","No loan",10,29,NA,28,"Germany",0,NA,13182.43,1,NA,"Mass Market","Married",55,NA,766,1,62717.84,NA,0
181,NA,"Female","University","No loan",10,31,NA,37,"France",NA,1,16733.59,0,98.2007943972664,"Mass Market","Married",NA,NA,NA,1,0,2,0
182,8,"Female","University","No loan",8,44,NA,61,"Spain",0,0,139861.53,1,169.101900585521,"Mass Market","Married",NA,NA,NA,NA,0,2,0
183,5,"Male",NA,NA,NA,36,"Bushell",33,"Spain",0,0,NA,1,66.8388938318063,"Affluent",NA,48,NA,757,NA,77253.22,1,0
184,1,"Male","High School","Active loan",6,28,"Le Hunte",36,"France",NA,NA,NA,1,55.1863431222177,"Affluent","Single",NA,NA,NA,0,100895.54,NA,0
185,9,"Female",NA,"No loan",NA,NA,"Kenechukwu",NA,"France",0,0,2803.89,NA,89.0420794164789,NA,"Married",64,NA,518,1,85146.36,1,0
186,NA,NA,"University",NA,8,NA,"Hsia",NA,"France",NA,1,141210.5,NA,70.4989772706416,NA,"Married",NA,NA,543,1,0,2,0
187,NA,NA,"University","No loan",8,31,"Frolova",43,"Germany",NA,NA,111249.62,1,82.1598661042357,"Mass Market","Married",22,NA,601,NA,141859.12,2,0
188,NA,"Female","University","No loan",NA,29,NA,NA,"Germany",0,0,150266.81,NA,65.2822620947719,"Mass Market",NA,51,NA,616,1,NA,2,0
189,2,"Female","Other","Default risk",0,25,NA,31,"France",3,NA,54487.43,0,59.3270566430225,"High Net Worth","Widowed",NA,NA,428,0,0,2,0
190,10,"Male",NA,"No loan",8,27,"Godfrey",38,"France",0,NA,74846.67,0,129.80077573262,"Mass Market","Married",54,NA,648,1,82697.28,NA,0
191,9,"Male","High School","Active loan",5,40,"Lawrence",29,NA,0,1,80393.27,NA,114.328260464334,"Affluent","Single",53,NA,NA,NA,0,1,0
192,NA,NA,"University","No loan",9,30,NA,32,NA,NA,NA,112340.2,1,117.514927078603,"Mass Market",NA,NA,NA,664,NA,NA,NA,0
193,2,"Male","High School",NA,NA,35,"H?",NA,NA,0,0,NA,1,144.714082534801,"Affluent","Single",NA,NA,724,NA,NA,2,0
194,9,NA,"University","No loan",NA,31,"Millar",NA,"Germany",NA,0,103511.26,NA,NA,"Mass Market","Married",58,NA,691,1,163965.69,2,0
195,7,"Male","University","No loan",10,30,NA,38,"Germany",NA,1,59115.77,1,NA,"Mass Market",NA,NA,NA,NA,NA,132767.66,2,0
196,4,"Female","Other","Default risk",NA,30,"Moretti",43,NA,3,1,NA,0,112.698529751688,"High Net Worth","Widowed",NA,NA,NA,0,0,1,0
197,7,NA,"University","No loan",8,23,"McDonald",38,"France",0,1,124389.61,0,93.1746484332588,"Mass Market",NA,54,NA,602,1,111835.94,2,0
198,NA,"Female","University",NA,9,27,NA,NA,"France",0,1,104469.06,NA,90.9867273156921,NA,NA,52,NA,NA,NA,NA,1,1
199,10,NA,"University","No loan",NA,34,"Smith",NA,"France",0,1,18391.93,NA,135.2470581267,"Mass Market","Married",42,NA,554,1,0,NA,0
200,NA,NA,"Postgraduate",NA,NA,33,NA,32,"Spain",NA,1,67926.18,0,97.8116160395368,"High Net Worth",NA,56,NA,507,NA,0,NA,0
201,7,"Male",NA,"Active loan",NA,NA,NA,NA,"Spain",0,1,NA,1,93.8640439692714,"Affluent",NA,76,NA,NA,1,0,1,0
202,6,"Female",NA,"No loan",NA,29,"Ignatiev",36,"Germany",0,NA,NA,NA,151.336791494056,"Mass Market","Married",66,NA,646,1,NA,2,0
203,NA,"Male","High School","Active loan",4,NA,"Allan",NA,NA,NA,1,117505.07,0,70.1875324353623,NA,"Single",66,NA,NA,0,121175.56,1,1
204,NA,"Male","University","No loan",NA,NA,"Douglas",57,"France",NA,1,72549.27,1,NA,NA,"Married",NA,NA,NA,1,NA,2,1
205,NA,"Male","University",NA,10,32,NA,67,"France",0,0,21343.74,1,NA,"Mass Market","Married",NA,NA,542,NA,129431.36,1,0
206,7,NA,"High School",NA,9,31,NA,27,"Spain",NA,0,167522.19,0,72.1339878758108,"Mass Market","Married",62,NA,497,NA,149400.27,1,0
207,7,"Male","High School","No loan",9,29,"Golovanov",NA,"France",0,1,156424.4,NA,91.5944545901912,NA,"Married",NA,NA,508,1,NA,1,0
208,7,"Male",NA,NA,NA,30,"Murphy",NA,"Spain",NA,1,143859.66,0,218.193645322013,"Affluent","Single",41,NA,NA,NA,NA,1,0
209,8,NA,"High School","Active loan",5,NA,"Holmes",NA,"Germany",NA,1,197077.36,1,185.650516744762,NA,"Single",27,NA,757,NA,NA,NA,0
210,6,NA,NA,"No loan",5,29,"Kelley",34,"France",NA,0,197283.2,0,NA,"Affluent","Single",43,NA,625,1,NA,NA,0
211,3,NA,"High School",NA,2,32,"Eluemuno",33,"France",0,1,NA,1,NA,"Affluent","Single",NA,NA,733,1,0,1,0
212,NA,"Female",NA,"Active loan",NA,NA,NA,37,"France",0,NA,NA,1,116.375109512051,"Affluent","Single",80,NA,740,NA,0,NA,0
213,8,"Male",NA,"No loan",NA,20,"Arnold",44,NA,0,NA,154639.72,1,257.654813682385,"Mass Market","Married",53,NA,NA,1,NA,NA,0
214,NA,"Female",NA,"Default risk",1,NA,"Bocharova",NA,"France",NA,0,169862.01,1,152.056385763203,"High Net Worth",NA,78,NA,NA,0,23503.31,1,1
215,NA,"Male",NA,NA,NA,40,NA,44,"Germany",NA,0,186285.52,1,NA,NA,"Single",65,NA,850,0,140393.65,2,0
216,4,"Male","High School","No loan",9,34,"Fokine",40,"France",0,NA,147715.83,1,110.810541587229,NA,NA,60,NA,NA,1,0,2,0
217,1,NA,"University","No loan",8,20,"Bennet",NA,NA,0,1,51553.43,0,193.89456128309,"Mass Market",NA,NA,NA,800,1,NA,2,0
218,NA,NA,"University","No loan",NA,17,"Williamson",NA,"Germany",NA,NA,NA,0,51.6858383627587,"Mass Market","Married",NA,NA,742,1,190125.43,2,0
219,8,"Male","High School","No loan",9,35,NA,NA,NA,NA,1,66580.13,NA,NA,"Affluent",NA,NA,NA,687,1,69434.4,2,1
220,0,NA,"High School","No loan",NA,32,"Chibugo",28,"Spain",0,1,NA,1,42.3517187756489,"Mass Market",NA,67,NA,729,1,0,2,1
221,10,"Female",NA,"Active loan",6,33,NA,NA,"Germany",NA,1,NA,NA,206.197275186984,"Affluent",NA,NA,NA,672,0,NA,1,0
222,2,"Male","High School","Active loan",5,23,"Boulger",37,"Germany",0,0,NA,0,NA,"Affluent",NA,71,NA,654,1,145610.07,NA,0
223,5,"Male","University","No loan",10,NA,"Okechukwu",36,"Germany",NA,0,NA,0,88.1202817966899,NA,NA,56,NA,NA,1,190479.48,NA,0
224,10,"Male","Postgraduate",NA,3,NA,NA,NA,"France",1,NA,54265.55,1,69.1648970684524,"High Net Worth","Divorced",NA,NA,NA,0,0,2,0
225,7,"Female","High School","Active loan",5,NA,"Lu",33,"France",0,NA,120037.36,1,73.4018074119632,"Affluent",NA,NA,NA,516,1,NA,1,0
226,NA,NA,NA,"No loan",NA,27,"Collier",33,"France",0,0,73564.44,0,47.1780094626442,"Affluent",NA,37,NA,NA,1,NA,1,0
227,6,"Female","High School",NA,4,25,"Akobundu",37,NA,0,1,110782.88,0,206.653818383454,"Affluent","Single",63,NA,611,NA,0,2,0
228,6,"Male","High School",NA,5,30,"Vaguine",18,"France",0,1,27308.58,1,NA,NA,"Single",NA,NA,616,1,0,2,0
229,2,NA,"High School","No loan",9,33,NA,35,"France",NA,1,86764.46,1,106.754210637142,NA,NA,NA,NA,654,NA,NA,1,0
230,3,"Male","High School","No loan",NA,22,"O'Donnell",36,"France",0,0,65147.27,0,NA,"Affluent",NA,NA,NA,767,1,0,1,0
231,NA,"Male","Postgraduate","Active loan",3,NA,"Nnamdi",30,"Germany",1,NA,68807.47,NA,60.6594268096775,NA,"Divorced",26,NA,500,NA,NA,2,0
232,1,NA,"University",NA,NA,NA,"Chinagorom",NA,"France",NA,1,NA,NA,72.2925983144849,"Mass Market",NA,68,NA,685,NA,132667.17,1,0
233,1,NA,NA,NA,0,31,NA,NA,"France",3,0,178067.33,NA,NA,"High Net Worth",NA,91,NA,635,NA,NA,NA,1
234,3,NA,NA,"Active loan",NA,32,"Sumrall",33,NA,NA,1,193131.42,0,NA,NA,NA,40,NA,574,1,129834.67,1,0
235,7,"Female","Postgraduate",NA,1,NA,"Ginn",28,NA,2,0,102297.15,NA,NA,"High Net Worth","Divorced",46,NA,NA,0,NA,NA,0
236,5,NA,"High School","Active loan",4,48,"Y?",29,NA,NA,NA,25548.47,1,150.037508886314,NA,"Single",85,NA,729,0,109676.52,NA,0
237,NA,NA,"High School",NA,4,32,"Wallace",33,NA,0,0,NA,NA,46.6177139448919,NA,NA,NA,NA,720,0,NA,NA,0
238,5,NA,NA,"No loan",9,25,"Henderson",34,"France",0,NA,12092.03,1,124.468308020607,"Mass Market","Married",59,NA,NA,1,NA,NA,0
239,3,"Male","High School","Active loan",7,NA,"Boyle",45,"Spain",NA,NA,163655.01,NA,NA,"Affluent","Single",NA,NA,667,NA,0,2,0
240,5,NA,"University",NA,NA,NA,NA,31,"Germany",0,1,74890.58,1,164.251207682611,NA,"Married",43,NA,737,1,NA,2,0
241,2,"Female","University",NA,8,NA,"Trevisan",NA,"France",0,1,90655.94,1,91.9357623382495,"Mass Market",NA,NA,NA,722,1,88011.4,1,1
242,NA,"Male",NA,NA,NA,NA,"Dawson",NA,"France",0,0,98060.51,0,70.9923248877816,NA,"Married",NA,NA,726,1,0,1,0
243,3,"Male",NA,"No loan",2,30,NA,28,"Spain",0,NA,NA,0,174.222832341485,"Affluent","Single",46,NA,468,1,0,NA,0
244,7,NA,"Postgraduate","Default risk",NA,19,"Martin",30,"France",NA,1,18826.34,1,NA,"High Net Worth","Divorced",69,NA,692,0,NA,2,0
245,NA,NA,NA,NA,8,30,"Asher",37,"France",NA,0,173386.95,NA,NA,"Mass Market","Married",53,NA,639,1,NA,1,0
246,1,"Male","University","No loan",8,NA,NA,33,NA,NA,0,178798.13,0,NA,"Mass Market","Married",54,NA,555,NA,56084.69,NA,0
247,4,"Male","University","No loan",10,32,"Mullawirraburka",NA,"France",0,1,162809.2,NA,NA,"Mass Market","Married",NA,NA,778,1,0,2,0
248,NA,"Female","University",NA,8,38,"Sung",41,"Germany",0,1,NA,NA,101.312769837277,"Mass Market","Married",52,NA,692,1,130701.29,1,1
249,NA,"Male",NA,NA,NA,NA,"Aitken",51,"Spain",NA,1,150390.57,NA,131.58510672484,"High Net Worth",NA,83,NA,NA,0,0,1,0
250,2,"Female",NA,"Active loan",3,27,"Yirawala",NA,"France",NA,NA,136915.15,1,134.510474323733,"High Net Worth","Divorced",44,NA,767,0,152509.25,NA,0
251,6,"Female","High School",NA,NA,NA,NA,NA,NA,0,1,140803.7,NA,263.739226576894,"Affluent",NA,NA,NA,706,0,120621.89,1,0
252,9,"Male","Other",NA,NA,NA,"Allan",46,"France",3,0,178587.36,0,98.9734450866705,"High Net Worth",NA,NA,NA,415,0,NA,NA,1
253,8,"Female","University",NA,10,NA,NA,42,NA,0,1,191821.35,NA,86.6102658156658,"Mass Market","Married",60,NA,NA,1,132796.04,NA,1
254,6,"Female",NA,"No loan",10,NA,"Evans",37,"France",NA,NA,51229.17,0,88.024891980953,NA,NA,83,NA,NA,1,0,2,0
255,2,"Male","University","No loan",NA,27,"Findlay",NA,NA,0,1,52198.84,NA,130.843993626778,"Mass Market","Married",40,NA,NA,1,120787.18,NA,0
256,4,NA,"University",NA,NA,35,"Compton",32,"France",0,1,NA,1,NA,"Mass Market","Married",55,NA,NA,1,0,1,0
257,7,"Female","University","No loan",9,34,"Geoghegan",45,NA,0,1,NA,0,67.9349700527283,"Mass Market","Married",52,NA,537,1,NA,NA,1
258,2,"Female","University",NA,9,NA,"Scott",NA,"Spain",0,1,NA,NA,79.8076533122089,NA,NA,NA,NA,NA,1,166930.76,NA,0
259,NA,NA,"University",NA,8,33,"Mosman",46,NA,NA,0,8487.75,1,150.08551754509,"Mass Market","Married",NA,NA,669,1,0,2,0
260,6,NA,"Postgraduate","Active loan",NA,NA,"Simpson",22,"Germany",1,1,NA,1,NA,"High Net Worth","Divorced",77,NA,631,0,NA,1,0
261,5,NA,"University","No loan",8,NA,"Kung",19,"Spain",0,1,NA,0,115.779710701348,"Mass Market",NA,NA,NA,739,NA,89750.21,NA,0
262,NA,"Female",NA,"Active loan",3,26,"Romano",NA,"Germany",1,NA,NA,NA,NA,NA,"Divorced",NA,NA,566,0,141428.99,2,0
263,10,NA,NA,"No loan",9,35,NA,NA,"France",NA,1,50759.8,1,122.187337097922,"Mass Market",NA,NA,NA,747,1,NA,NA,0
264,5,"Male","University","No loan",NA,43,"Moen",30,"France",NA,1,12757.14,1,279.683594903499,NA,NA,NA,NA,646,1,98014.74,1,0
265,NA,"Female","University","No loan",10,40,"Morrison",39,NA,0,1,NA,NA,NA,"Mass Market","Married",NA,NA,NA,NA,0,NA,0
266,3,"Female","Other",NA,0,NA,"Rose",25,"Spain",4,1,45482.04,0,118.873558872241,"High Net Worth","Widowed",NA,NA,606,NA,NA,3,1
267,4,"Female","Postgraduate","Default risk",1,NA,"Mason",34,"France",2,1,62868.33,NA,NA,NA,NA,NA,NA,708,0,NA,1,0
268,0,NA,NA,NA,8,NA,"Y?an",41,NA,0,NA,107839.03,0,96.2066526474384,"Mass Market","Married",41,NA,669,NA,150219.41,2,0
269,3,NA,NA,"No loan",8,44,"Faulkner",41,NA,0,NA,NA,0,276.394553657761,NA,NA,86,NA,NA,NA,NA,2,0
270,8,NA,"Other","Default risk",0,30,"Arkwookerum",NA,NA,5,1,147261.58,0,71.4309264581508,"High Net Worth",NA,48,NA,712,0,113174.21,NA,0
271,1,"Female","University",NA,NA,33,"Obioma",NA,"Germany",NA,1,NA,0,96.0254849608735,"Mass Market",NA,26,NA,711,1,NA,2,0
272,NA,NA,"High School",NA,NA,NA,"Sleeman",62,NA,NA,1,70916,0,88.3380138067116,NA,"Single",NA,NA,850,1,NA,1,1
273,0,NA,"University","No loan",9,NA,"Lombardo",27,"France",0,0,131534.96,1,108.856840834121,NA,"Married",NA,NA,NA,NA,0,2,0
274,4,NA,NA,"No loan",8,24,"Andrews",43,"France",NA,1,149401.33,0,55.0520061213266,NA,NA,55,NA,663,1,87624.03,NA,0
275,9,"Male","University","No loan",8,28,"Genovesi",63,"France",NA,NA,78955.8,0,87.171912557845,"Mass Market","Married",NA,NA,576,1,NA,1,1
276,NA,"Female","University","No loan",NA,35,"Stanton",NA,"France",NA,1,NA,1,224.457904129216,"Mass Market","Married",65,NA,689,NA,77556.79,NA,0
277,NA,"Female","University","No loan",NA,24,"Chukwuemeka",38,NA,0,0,167984.72,1,130.164867490543,NA,NA,54,NA,722,NA,0,NA,0
278,4,"Female","University",NA,10,30,"Lambert",40,"Spain",0,1,16618.76,NA,NA,"Mass Market","Married",59,NA,678,1,113794.22,1,0
279,10,"Female","High School","No loan",NA,34,NA,48,"Spain",0,NA,133486.36,1,NA,"Affluent","Single",79,NA,605,1,150315.92,NA,0
280,1,"Male","University","No loan",9,NA,"Hyde",NA,"France",0,1,154695.57,0,158.968852172524,"Mass Market",NA,61,NA,688,1,0,NA,0
281,6,"Female","University","No loan",9,NA,NA,NA,"Germany",0,NA,126233.18,0,119.493916219101,"Mass Market",NA,NA,NA,750,1,NA,1,1
282,9,"Female","High School","Active loan",6,NA,"Manna",46,NA,0,1,NA,0,NA,"Affluent","Single",41,NA,NA,NA,66582.81,1,1
283,NA,NA,"University","No loan",8,NA,"Hutchinson",26,NA,0,NA,112507.63,0,NA,"Mass Market","Married",28,NA,575,1,0,2,0
284,NA,"Female","High School","No loan",5,NA,NA,40,NA,0,0,166468.21,0,80.675749932214,"Affluent","Single",59,NA,NA,NA,150490.32,1,1
285,5,"Female",NA,NA,NA,24,"Napolitani",28,"Germany",0,0,NA,NA,137.991522178314,"Affluent",NA,60,NA,650,1,NA,NA,1
286,NA,NA,"Postgraduate",NA,3,31,NA,42,NA,1,NA,85424.34,1,NA,"High Net Worth","Divorced",56,NA,579,0,137560.38,2,0
287,3,"Male",NA,"Active loan",7,NA,NA,47,NA,NA,0,145704.19,0,54.3752497157513,"High Net Worth",NA,NA,NA,553,0,NA,1,1
288,6,"Male","University","No loan",NA,24,"Bearce",31,NA,NA,0,80181.12,0,117.01660226741,"Mass Market","Married",65,NA,528,1,NA,2,0
289,0,"Male","High School","No loan",2,NA,"McClinton",34,NA,0,0,160346.3,1,54.3356026235055,"Affluent","Single",65,NA,590,1,NA,2,0
290,NA,"Female","University","No loan",8,26,"Gallo",40,"France",0,1,183963.34,NA,82.6399400358394,"Mass Market","Married",70,NA,642,1,NA,NA,0
291,NA,NA,"High School","Active loan",6,29,"Geach",NA,"France",0,NA,4033.39,0,NA,"Affluent",NA,38,NA,NA,NA,121159.65,1,1
292,8,"Female","University",NA,NA,NA,NA,27,NA,0,NA,NA,0,91.1025005357244,NA,NA,52,NA,657,1,NA,2,0
293,9,NA,"High School","Active loan",NA,26,"Wall",22,NA,0,1,68297.61,0,NA,"Affluent","Single",51,NA,NA,NA,99339,NA,1
294,3,"Female",NA,"Active loan",5,27,"Hayward",NA,"France",0,1,63218.85,0,48.4928689226412,"Affluent","Single",NA,NA,781,1,128345.69,2,0
295,NA,"Female",NA,"No loan",NA,NA,NA,40,NA,0,0,193408.43,NA,NA,NA,NA,NA,NA,NA,NA,136093.74,NA,0
296,3,NA,NA,"No loan",9,35,"Shao",NA,"France",NA,1,NA,1,NA,"Mass Market","Married",39,NA,681,1,0,2,0
297,NA,"Male",NA,"No loan",9,31,"Ch'ang",77,"Germany",NA,NA,NA,1,126.111787688613,"Mass Market","Married",63,NA,824,NA,27517.15,2,0
298,NA,"Male",NA,"No loan",10,28,"Russo",29,"France",NA,NA,12186.83,0,121.523228576118,"Mass Market","Married",NA,NA,552,1,0,2,0
299,NA,NA,"University","No loan",8,NA,"Moss",NA,"France",0,NA,20968.88,0,104.822520785279,"Mass Market","Married",NA,NA,644,NA,0,NA,0
300,9,"Male","High School","No loan",2,NA,"McKenzie",NA,"Spain",0,0,NA,NA,33.6601899381756,NA,"Single",33,NA,695,1,NA,3,0
301,NA,NA,"High School","No loan",NA,23,"McIntosh",NA,NA,0,1,171021.44,0,170.565410441894,"Affluent","Single",30,NA,NA,1,0,2,0
302,6,"Male","Postgraduate",NA,3,NA,NA,NA,NA,1,1,145700.22,NA,NA,NA,"Divorced",NA,NA,652,0,0,NA,0
303,NA,NA,"University",NA,NA,38,NA,36,NA,0,NA,121505.61,1,54.4076597966769,"Mass Market","Married",70,NA,665,NA,NA,2,0
304,5,NA,"High School","Active loan",7,31,NA,41,NA,0,1,NA,0,173.396786315231,NA,NA,42,NA,518,0,110624.99,1,0
305,3,"Female","High School","Active loan",NA,29,"Russell",54,"Germany",0,1,NA,NA,91.5443993600663,"Affluent","Single",75,NA,699,NA,111009.32,1,1
306,NA,"Female","University","No loan",9,29,"McGregor",37,"France",0,1,169583.18,1,84.6657869398769,"Mass Market",NA,NA,NA,NA,NA,89634.69,1,1
307,8,"Male","University","No loan",9,35,"Griffiths",NA,"France",0,NA,21760.96,NA,NA,"Mass Market","Married",46,NA,NA,1,0,1,0
308,6,"Female",NA,"No loan",8,20,"Chia",43,"Spain",0,1,113276.46,1,NA,"Mass Market","Married",60,NA,609,1,86053.52,NA,1
309,9,"Male","Postgraduate","Default risk",1,NA,NA,46,"Spain",NA,1,34774.26,NA,262.927512194197,"High Net Worth",NA,NA,NA,774,0,0,2,0
310,NA,"Female",NA,NA,NA,NA,"Yates",NA,"Germany",2,1,NA,0,138.378896989879,"High Net Worth","Divorced",NA,NA,513,0,171601.27,1,0
311,1,"Male","High School","Active loan",NA,27,NA,31,NA,NA,NA,134790.74,NA,352.874586127255,"Affluent","Single",NA,NA,698,0,156111.24,1,0
312,0,"Male","University","No loan",NA,NA,"Longstaff",30,"France",0,1,NA,1,126.433725644778,"Mass Market","Married",NA,NA,824,1,NA,1,0
313,5,"Male",NA,"Active loan",NA,31,"Hsiao",NA,"France",NA,0,NA,0,NA,"High Net Worth","Divorced",NA,NA,745,0,NA,2,0
314,NA,NA,"High School","Active loan",4,32,"McWilliams",43,NA,NA,1,100187.43,1,97.7137467556322,"Affluent","Single",59,NA,574,0,NA,1,0
315,3,NA,"High School",NA,NA,26,NA,NA,"France",0,1,NA,0,NA,NA,"Single",40,NA,624,1,NA,2,0
316,5,"Male",NA,"No loan",10,32,"Bryan",34,"France",0,1,NA,0,NA,"Mass Market","Married",NA,NA,613,1,144094.2,1,0
317,3,NA,"University","No loan",10,30,NA,36,"Spain",0,1,186948.35,1,166.162381196901,"Mass Market","Married",66,NA,772,1,NA,1,0
318,NA,"Female","University","No loan",NA,NA,NA,38,"Spain",0,NA,103760.53,0,117.86003325121,NA,"Married",77,NA,649,1,0,NA,0
319,NA,"Male",NA,"No loan",9,30,NA,50,"Germany",0,NA,195937.16,1,NA,NA,"Married",NA,NA,NA,1,NA,1,0
320,2,"Female","Postgraduate","Active loan",7,NA,"Paterson",39,"France",1,1,176791.27,1,144.013159741903,"High Net Worth","Divorced",NA,NA,850,NA,NA,1,0
321,4,"Female",NA,"No loan",9,NA,"Gearhart",25,"France",0,1,56268.98,1,NA,"Mass Market","Married",75,NA,NA,1,121172.97,1,0
322,NA,"Female",NA,"No loan",8,30,NA,NA,NA,0,0,15462.84,0,76.4712387059909,"Mass Market",NA,52,NA,616,1,NA,1,0
323,1,NA,"University","No loan",10,29,"Lee",31,"Germany",NA,1,NA,1,113.163846490581,NA,"Married",59,NA,NA,NA,141069.18,NA,0
324,2,"Female","University","No loan",8,30,"Bellucci",38,NA,0,0,10137.34,NA,60.1911401715683,"Mass Market","Married",68,NA,NA,1,NA,NA,1
325,9,"Male","High School","No loan",NA,22,NA,NA,"France",0,1,NA,1,NA,"Affluent","Single",75,NA,700,1,65962.63,1,0
326,3,"Male","High School","Active loan",6,NA,"Johnson",NA,"Spain",0,1,77047.78,1,62.8107308978038,"Affluent","Single",71,NA,NA,0,NA,NA,0
327,4,NA,"Postgraduate","Active loan",1,30,"Korovina",38,"France",NA,0,NA,0,63.459520495319,"High Net Worth",NA,52,NA,NA,NA,0,2,0
328,8,"Male","University","No loan",9,NA,"Barker",22,NA,0,0,NA,0,NA,NA,"Married",45,NA,686,1,0,2,0
329,5,"Female","High School","Active loan",7,28,NA,47,NA,NA,1,65481.86,1,NA,NA,"Single",74,NA,586,0,NA,2,0
330,5,"Male","University","No loan",10,34,"Savage",41,"Spain",NA,0,143203.78,0,64.5378187983791,"Mass Market","Married",50,NA,605,NA,103154.66,NA,0
331,0,"Female","University","No loan",9,35,NA,NA,"France",0,1,127233.39,NA,NA,"Mass Market",NA,NA,NA,597,1,NA,1,0
332,5,"Male","University","No loan",NA,33,NA,40,"Spain",0,1,88947.56,0,NA,NA,NA,28,NA,NA,1,0,2,0
333,4,"Male",NA,"No loan",8,34,"Sun",45,"Germany",0,NA,74005.04,0,NA,"Mass Market","Married",NA,NA,713,1,131038.14,1,1
334,2,NA,"University",NA,10,27,"Murray",43,NA,0,1,NA,NA,180.660741190862,NA,"Married",62,NA,572,1,NA,1,1
335,4,"Female",NA,"No loan",NA,27,"Fan",NA,NA,NA,1,NA,1,NA,NA,NA,67,NA,422,1,0,2,0
336,10,NA,"University",NA,10,31,NA,NA,"Spain",0,1,97893.4,0,251.341388344781,"Mass Market",NA,60,NA,850,1,69608.14,1,1
337,NA,NA,"High School",NA,5,NA,"Clamp",51,"Spain",NA,NA,NA,NA,NA,"Affluent","Single",NA,NA,611,NA,122874.74,1,0
338,5,"Male","University","No loan",9,27,"Estep",72,NA,0,1,78695.68,1,59.8171575671764,"Mass Market","Married",76,NA,NA,1,94216.05,1,0
339,1,"Female",NA,"No loan",2,23,"Ugochukwu",NA,NA,NA,NA,112442.63,0,44.0873549345747,"Affluent","Single",NA,NA,619,1,0,1,1
340,NA,"Female","High School","No loan",9,36,"Moysey",37,NA,0,0,80215.2,NA,110.445960238424,"Mass Market","Married",61,NA,NA,NA,113899.92,1,0
341,4,"Male","University","No loan",9,24,"Okechukwu",54,"Germany",0,1,172601.62,1,NA,"Mass Market","Married",58,NA,566,NA,118614.6,2,0
342,9,"Female",NA,"No loan",NA,28,"Lorenzo",NA,NA,0,1,169719.35,1,39.9495905821933,NA,"Married",89,NA,NA,1,0,3,1
343,1,NA,NA,"No loan",10,NA,"Ferri",45,"France",0,0,NA,1,NA,"Mass Market","Married",NA,NA,530,NA,0,1,1
344,4,NA,NA,"No loan",9,30,"Ankudinova",29,NA,0,1,131363.57,1,57.1141470166573,"Mass Market","Married",53,NA,NA,1,153040.03,1,1
345,0,"Male","University","No loan",8,24,"Baryshnikov",43,NA,0,1,2920.63,1,76.5976429641043,"Mass Market","Married",35,NA,741,1,0,NA,1
346,4,NA,"Postgraduate","Active loan",3,26,"Sal",38,"Germany",NA,1,176712.59,0,164.331568083178,"High Net Worth",NA,88,NA,578,NA,113150.44,NA,1
347,NA,"Male",NA,"No loan",8,32,"Dellucci",43,NA,0,NA,NA,1,64.9225485883434,NA,"Married",79,NA,685,1,NA,2,0
348,3,"Female","University",NA,NA,24,"Wickham",48,"France",0,0,21228.34,NA,72.5270579357166,"Mass Market","Married",89,NA,684,1,73309.38,1,1
349,NA,"Male","Postgraduate","Default risk",1,NA,"P'eng",20,"France",2,1,31288.77,NA,63.0385835337721,"High Net Worth","Divorced",NA,NA,850,NA,0,2,0
350,9,"Female","High School",NA,5,34,"Hu",54,"Germany",0,1,195771.95,1,NA,"Affluent",NA,52,NA,572,1,97382.53,NA,0
351,3,"Male","High School","Active loan",5,28,"Scott",33,NA,0,1,57751.21,1,NA,NA,"Single",50,NA,NA,1,155736.42,2,0
352,7,NA,"High School","Active loan",6,30,NA,52,"Germany",0,1,190806.36,1,52.9510109383383,"Affluent","Single",NA,NA,647,0,130013.12,1,1
353,6,"Male",NA,"Active loan",NA,22,NA,26,"France",NA,NA,NA,0,69.0661963402605,"Affluent","Single",58,NA,NA,NA,98684.15,1,0
354,NA,NA,"Postgraduate",NA,NA,NA,"Kovalev",NA,"Spain",1,1,104786.59,NA,70.19268970788,"High Net Worth","Divorced",42,NA,683,0,0,2,0
355,NA,"Female",NA,NA,NA,33,"Gaffney",NA,"Germany",0,1,35140.49,NA,100.068277113458,NA,"Married",68,NA,808,1,100431.84,1,1
356,3,"Male","University","No loan",NA,NA,NA,38,"Germany",0,NA,52044.66,NA,112.456552407144,"Mass Market","Married",37,NA,701,1,NA,2,0
357,NA,NA,"High School",NA,NA,33,NA,35,"France",NA,1,127827.18,0,NA,"Affluent","Single",53,NA,567,0,166118.45,2,0
358,7,"Male","University","No loan",NA,26,"Sun",38,"France",NA,1,158580.05,1,75.6223957534945,"Mass Market",NA,45,NA,717,1,0,2,0
359,7,"Female","High School",NA,NA,31,NA,24,"France",0,0,NA,0,155.535541046417,"Affluent","Single",NA,NA,NA,1,106234.02,1,0
360,9,"Male","High School","No loan",9,27,NA,NA,"France",0,0,13608.18,1,150.727057539078,NA,NA,70,NA,549,1,94748.76,2,0
361,NA,"Female",NA,NA,9,26,"Onyemachukwu",25,"Germany",NA,0,161407.48,1,163.052675576127,"Mass Market","Married",45,NA,543,1,146566.01,1,0
362,NA,NA,"High School","Active loan",4,NA,NA,42,"France",0,NA,190040.29,1,NA,"Affluent","Single",51,NA,NA,NA,NA,2,0
